"Library Name" "Address" "City" "State" "ZIP Code" "Latitude" "Longitude"
"Fort Lupton Public School Library" "425 South Denver Avenue" "Fort Lupton" "CO" "" -104.8106242 40.0762824
"Fort Morgan Public Library" "414 Main Street" "Fort Morgan" "CO" "80701" -103.8008242 40.2522933
"Fountain Branch Library" "230 South Main Street" "Fountain" "CO" "" -104.6996681 38.6814166
"Fowler Public Library" "400 6th Street" "Fowler" "CO" "81039" -104.0229873 38.1284769
"Fowler Public Library" "114 East Cranston Avenue" "Fowler" "CO" "" -104.0229409 38.1305502
"Fraser Valley Library" "241 Norgen Rd" "Fraser" "CO" "" -105.82007 39.9462868
"Carbon Valley Branch Library" "320 Maple St. B" "Frederick" "CO" "" -104.932868 40.100232
"Summit County Library" "0037 County Road 1005" "Frisco" "CO" "80443" -106.0817664 39.5713127
"Fruita Branch Library" "325 East Aspen Avenue" "Fruita" "CO" "" -108.7311564 39.159113
"Gateway Branch Library" "42700 Highway 141" "Gateway" "CO" "" -108.973871 38.683417
"Clear Creek Library District" "605 Sixth Street" "Georgetown" "CO" "80444" -105.6974841 39.7062158
"Glendale Library" "999 South Clermont" "Glendale" "CO" "" -104.935269 39.6986556
"Garfield County Library - Glenwood Springs" "413 9th Street" "Glenwood Springs" "CO" "81601" -107.322941 39.5455905
"Golden Library" "1019 Tenth Street" "Golden" "CO" "" -105.2256059 39.755898
"Granby Branch Library" "13 East Jasper Avenue" "Granby" "CO" "" -105.9420381 40.0867183
"Grand County Library District" "225 E Jasper Ave" "Granby" "CO" "80446" -105.9383755 40.0865651
"Mesa County Public Library District" "530 Grand Ave" "Grand Junction" "CO" "81502" -108.5635925 39.0709518
"Orchard Mesa Branch" "2736 Unaweep Avenue" "Grand Junction" "CO" "" -108.5459618 39.0484835
"Juniper Library" "316 Garfield Street" "Grand Lake" "CO" "" -105.819278 40.252098
"Centennial Park Branch" "2227 23rd Avenue" "Greeley" "CO" "" -104.7165358 40.4015836
"Farr Branch" "1939 61st Avenue" "Greeley" "CO" "" -104.7793848 40.4081407
"Lincoln Park Branch" "919 7th Street" "Greeley" "CO" "" -104.6930046 40.4258589
"Guffey Branch Library" "1625 B. County Rd 102" "Guffey" "CO" "" -105.5211203 38.7532638
"Gunnison County Public Library" "307 N Wisconsin" "Gunnison" "CO" "81230" -106.9285923 38.5470839
"Gypsum Public Library" "743 Valley Road" "Gypsum" "CO" "" -106.9490808 39.6428886
"Haxtun Public Library" "141 S Colorado Ave" "Haxtun" "CO" "80731" -102.6285772 40.6415734
"West Routt Library District-Hayden" "201 East Jefferson Avenue" "Hayden" "CO" "81639" -107.255794 40.495443
"Fort Lewis Mesa Branch" "11274 Highway 140" "Hesperus" "CO" "" -108.1207278 37.1454203
"Highlands Ranch Library" "9292 Ridgeline Blvd" "Highlands Ranch" "CO" "" -104.9960252 39.5467303
"Holly Public Library" "302 South Main Street" "Holly" "CO" "81047" -102.122706 38.0560025
"Holyoke-Heginbotham Library" "539 S Baxter" "Holyoke" "CO" "80734" -102.3034823 40.5809995
"Hot Sulphur Springs Library" "105 Moffat" "Hot Sulphur Springs" "CO" "" -106.1005943 40.0718036
"Delta County Public Library District" "149 E. Main" "Hotchkiss" "CO" "81419" -107.7204864 38.7998973
"Hudson Public Library" "555 Main Street" "Hudson" "CO" "" -104.6443679 40.0734149
"Hugo Public Library" "522 2nd Ave" "Hugo" "CO" "80821" -103.4718975 39.1368613
"Idaho Springs Public Library" "219 14th Avenue" "Idaho Springs" "CO" "" -105.5182085 39.742116
"Ignacio Library District" "470 Goddard Ave" "Ignacio" "CO" "81137" -107.6329645 37.1164429
"Mcclanahan Memorial Library" "470 Goddard Avenue" "Ignacio" "CO" "" -107.6329645 37.1164429
"Glenn A. Jones, M.D. Memorial Library" "400 S. Parish Avenue" "Johnstown" "CO" "" -104.9069261 40.3306216
"Julesburg Public Library" "320 Cedar Street" "Julesburg" "CO" "80737" -102.2640351 40.9884722
"Kremmling Library" "300 South 8th Street" "Kremmling" "CO" "" -106.3867159 40.0567279
"Conejos County Library District" "17703 Hwy 285" "La Jara" "CO" "81140" -105.9672014 37.2523465
"La Junta-Woodruff Memorial Library" "522 Colorado Ave" "La Junta" "CO" "81050" -103.5431914 37.983722
"La Veta Regional Library District" "310 South Main Street" "La Veta" "CO" "81055" -105.0090832 37.5074576
"Lafayette Public Library" "775 W Baseline Rd" "Lafayette" "CO" "80026" -105.0811365 40.0002383
"Hinsdale Library District-Lake City" "221 Silver Street" "Lake City" "CO" "81235" -107.3176454 38.028014
