"Library Name" "Address" "City" "State" "ZIP Code" "Latitude" "Longitude"
"Johnson County Library, Desoto" "33145 West 83rd Street" "Desoto" "KS" "" -94.9697002 38.9778762
"Dighton-Lane County Library" "144 South Lane" "Dighton" "KS" "67839" -100.4655084 38.481564
"Lane County Library, Dighton" "144 S. Lane" "Dighton" "KS" "" -100.4655084 38.481564
"Dodge City Public Library" "1001 N. Second Ave" "Dodge City" "KS" "67801" -100.0192574 37.7578206
"Southwest Kansas Library System" "100 Military Avenue Suite 210" "Dodge City" "KS" "67801" -100.0164714 37.7540807
"Douglass Public Library" "319 S. Forest" "Douglass" "KS" "67039" -94.6964403 39.0496912
"Downs Carnegie Library" "504 Morgan Ave" "Downs" "KS" "67437" -98.5444615 39.5004163
"Dwight Public Library" "637 Main" "Dwight" "KS" "66849" -96.5930699 38.8431977
"Edgerton Library" "319 E. Nelson" "Edgerton" "KS" "" -95.0071837 38.7647262
"Edna Public Library" "105 N Delaware" "Edna" "KS" "67342" -95.3592222 37.0570068
"Effingham Community Library" "414 Main Street" "Effingham" "KS" "66023" -95.3961886 39.5218325
"Bradford Memorial Library" "611 S. Washington" "El Dorado" "KS" "67042" -96.8539163 37.812707
"Elkhart-Morton County Library" "410 Kansas" "Elkhart" "KS" "67950" -101.900843 37.00281
"Ellinwood School Community Library" "210 N. Schiller" "Ellinwood" "KS" "67526" -98.5776227 38.3557408
"Ellis Public Library" "907 Washington" "Ellis" "KS" "67637" -99.5602722 38.9384243
"J.H. Robbins Memorial Library" "219 N. Lincoln Ave." "Ellsworth" "KS" "67439" -98.2294397 38.7292273
"Elwood Branch Library" "410 N 9th" "Elwood" "KS" "" -94.880664 39.7585545
"Emporia Public Library" "110 E. Sixth Avenue" "Emporia" "KS" "66801" -96.1784401 38.4053889
"Enterprise Public Library" "123 S. S Factory" "Enterprise" "KS" "67441" -97.117728 38.904262
"Erie City Public Library" "204 S. Butler" "Erie" "KS" "66733" -95.241989 37.5672815
"Eskridge Branch" "115 S. Main" "Eskridge" "KS" "" -96.107398 38.8604078
"Eudora Public Library" "14 E 9th St." "Eudora" "KS" "66025" -95.0981836 38.9437784
"Eureka Public Library" "606 North Main" "Eureka" "KS" "67045" -96.2941314 37.824393
"Barnes Reading Room" "640 Main Street" "Everest" "KS" "66424" -95.4264687 39.6772927
"Fall River Public Library" "314 Merchant Ave." "Fall River" "KS" "67047" -96.028319 37.6094795
"Florence Public Library" "324 Main St." "Florence" "KS" "66851" -96.9261335 38.2405447
"Ford City Library" "701 E 8th St" "Ford" "KS" "67842" -99.751689 37.6365292
"Formoso Public Library" "204 Main" "Formoso" "KS" "66942" -97.993135 39.7793233
"Combined Arms Research Library" "250 Gibbon Ave" "Fort Leavenworth" "KS" "" -94.91606 39.346528
"Fort Scott Public Library" "201 S. National" "Fort Scott" "KS" "66701" -94.7073173 37.8398309
"Fowler Public Library" "510 Main" "Fowler" "KS" "67844" -100.195498 37.3820473
"Frankfort City Library" "104 E. Second St" "Frankfort" "KS" "66427" -96.4185794 39.702253
"Fredonia Public Library" "807 Jefferson St." "Fredonia" "KS" "66736" -95.8248831 37.5325343
"Galena Public Library" "315 W. 7th Street" "Galena" "KS" "66739" -94.6415909 37.0749696
"Finney County Public Library" "605 E Walnut" "Garden City" "KS" "67846" -100.8650272 37.9709795
"Garden Plain Community Library" "421 Ave B" "Garden Plain" "KS" "67050" -97.684896 37.658385
"Johnson County Library, Gardner" "116 East Main" "Gardner" "KS" "" -94.9265742 38.8112986
"Garnett Public Library" "125 W. 4th" "Garnett" "KS" "66032" -95.2427052 38.2809662
"Gaylord City Library" "505 Main" "Gaylord" "KS" "67638" -98.8461533 39.6466131
"Geneseo Public Library" "725 Main Street" "Geneseo" "KS" "67444" -98.1565242 38.5162713
"Girard Public Library" "128 West Prairie Ave." "Girard" "KS" "66743" -94.8438854 37.5095332
"Glen Elder Library" "105 S. Mill St." "Glen Elder" "KS" "67446" -98.308404 39.500116
"Goessel Public Library" "101 S. Cedar" "Goessel" "KS" "67053" -97.3461313 38.2455571
"Goodland Public Library" "812 Broadway" "Goodland" "KS" "67735" -101.7104293 39.3510903
"Gove City Library" "519 Broad Street" "Gove" "KS" "67736" -100.4878773 38.960029
"Grainfield City Library" "242 Main St." "Grainfield" "KS" "67737" -100.4653712 39.1135771
"Central Kansas Library System" "1409 Williams Street" "Great Bend" "KS" "67530" -98.7665292 38.3656008
"Great Bend Public Library" "1409 Williams" "Great Bend" "KS" "67530" -98.7665292 38.3656008
"Grenola Public" "205 South Main" "Grenola" "KS" "67346" -96.4493659 37.3455576
"Gridley Library" "512 Main" "Gridley" "KS" "" -95.8843115 38.0985275
"Grinnell-Moore Family Library" "95 S. Adams" "Grinnell" "KS" "67738" -100.6290365 39.1257938
"Gypsum Community Library" "521 Maple St." "Gypsum" "KS" "67448" -97.4273803 38.7047416
